code,entry_date,exit_date,selection_periods,entry_rank,exit_rank
301077,2026-08-04,2026-08-17,2026-08-04,13,13
301078,2026-04-22,2026-05-08,2026-04-22,21,21
301101,2025-08-06,2025-08-19,2025-08-06,44,44
301116,2025-07-09,2025-07-22,2025-07-09,37,37
301116,2026-02-24,2026-03-09,2026-02-24,47,47
301132,2024-09-23,2024-10-11,2024-09-23,38,38
301136,2025-01-21,2025-02-25,"2025-01-21,2025-02-12",22,35
301136,2025-10-09,2025-10-22,2025-10-09,27,27
301148,2026-08-04,2026-08-17,2026-08-04,41,41
301149,2025-10-23,2025-11-05,2025-10-23,50,50
301153,2025-11-06,2025-12-03,"2025-11-06,2025-11-20",25,8
301162,2024-09-05,2024-09-20,2024-09-05,13,13
301170,2024-09-23,2024-10-11,2024-09-23,30,30
301176,2024-09-23,2024-10-11,2024-09-23,37,37
301177,2025-12-04,2025-12-17,2025-12-04,2,2
301188,2025-11-06,2025-12-03,"2025-11-06,2025-11-20",23,1
301190,2025-12-18,2026-01-16,"2025-12-18,2026-01-05",28,25
301195,2025-11-06,2025-11-19,2025-11-06,22,22
301208,2025-11-20,2025-12-03,2025-11-20,4,4
301210,2026-01-05,2026-01-16,2026-01-05,44,44
301227,2024-07-25,2024-08-07,2024-07-25,23,23
301229,2024-09-05,2024-10-11,"2024-09-05,2024-09-23",11,6
301238,2026-09-15,2026-09-18,2026-09-15,18,18
301255,2025-11-20,2025-12-03,2025-11-20,33,33
301255,2025-12-18,2025-12-31,2025-12-18,31,31
301255,2026-08-18,2026-08-31,2026-08-18,5,5
301257,2026-06-08,2026-06-22,2026-06-08,50,50
301260,2025-12-18,2025-12-31,2025-12-18,34,34
301261,2026-04-22,2026-05-08,2026-04-22,29,29
301272,2024-08-22,2024-09-04,2024-08-22,36,36
301276,2025-11-06,2025-11-19,2025-11-06,4,4
301277,2025-09-03,2025-09-16,2025-09-03,23,23
301278,2026-07-21,2026-08-03,2026-07-21,14,14
301279,2024-09-23,2024-10-11,2024-09-23,7,7
301281,2025-01-21,2025-02-25,"2025-01-21,2025-02-12",11,44
301281,2025-11-06,2025-11-19,2025-11-06,42,42
301292,2025-01-21,2025-02-11,2025-01-21,8,8
301297,2025-11-20,2025-12-03,2025-11-20,45,45
301299,2025-10-23,2025-11-05,2025-10-23,42,42
301302,2026-09-01,2026-09-14,2026-09-01,42,42
301308,2024-09-23,2024-10-11,2024-09-23,21,21
301318,2025-11-06,2025-12-03,"2025-11-06,2025-11-20",7,41
301325,2026-01-05,2026-01-16,2026-01-05,24,24
301325,2026-08-18,2026-08-31,2026-08-18,47,47
301327,2026-06-23,2026-07-06,2026-06-23,34,34
301327,2026-07-21,2026-08-03,2026-07-21,18,18
301339,2025-10-23,2025-11-19,"2025-10-23,2025-11-06",48,21
301345,2024-08-08,2024-09-04,"2024-08-08,2024-08-22",40,42
301357,2025-02-12,2025-02-25,2025-02-12,37,37
301358,2024-08-08,2024-09-04,"2024-08-08,2024-08-22",50,15
301360,2025-05-13,2025-05-26,2025-05-13,31,31
301367,2025-01-07,2025-01-20,2025-01-07,11,11
301371,2024-08-08,2024-08-21,2024-08-08,38,38
301372,2024-09-23,2024-10-11,2024-09-23,14,14
301376,2024-08-08,2024-08-21,2024-08-08,18,18
301376,2025-08-06,2025-08-19,2025-08-06,17,17
301383,2025-11-20,2025-12-03,2025-11-20,17,17
301408,2025-10-23,2025-11-05,2025-10-23,36,36
301428,2026-09-15,2026-09-18,2026-09-15,27,27
301479,2026-08-04,2026-08-17,2026-08-04,11,11
301491,2026-01-05,2026-01-16,2026-01-05,4,4
301500,2026-01-05,2026-01-16,2026-01-05,50,50
301501,2025-11-20,2025-12-03,2025-11-20,44,44
301513,2026-08-18,2026-08-31,2026-08-18,49,49
301519,2024-09-23,2024-10-11,2024-09-23,1,1
301520,2025-10-23,2025-11-05,2025-10-23,23,23
301526,2024-09-05,2024-09-20,2024-09-05,50,50
301526,2025-03-12,2025-03-25,2025-03-12,40,40
301535,2026-06-08,2026-06-22,2026-06-08,29,29
301538,2024-09-23,2024-10-11,2024-09-23,33,33
301539,2024-09-05,2024-10-11,"2024-09-05,2024-09-23",21,19
301548,2024-09-23,2024-10-11,2024-09-23,23,23
301559,2025-01-07,2025-01-20,2025-01-07,42,42
301560,2025-08-06,2025-08-19,2025-08-06,22,22
301560,2026-08-04,2026-08-17,2026-08-04,31,31
301565,2024-09-23,2024-10-11,2024-09-23,49,49
301577,2024-09-23,2024-10-11,2024-09-23,29,29
301580,2024-09-23,2024-10-11,2024-09-23,3,3
301581,2025-11-20,2025-12-03,2025-11-20,5,5
301581,2026-09-15,2026-09-18,2026-09-15,23,23
301584,2026-03-10,2026-03-23,2026-03-10,13,13
301586,2025-11-06,2025-12-03,"2025-11-06,2025-11-20",44,25
301586,2026-04-22,2026-05-08,2026-04-22,50,50
301588,2024-09-05,2024-09-20,2024-09-05,40,40
301589,2025-05-27,2025-06-10,2025-05-27,50,50
301591,2024-09-23,2024-10-11,2024-09-23,26,26
301591,2025-11-06,2025-11-19,2025-11-06,16,16
301592,2025-11-06,2025-11-19,2025-11-06,33,33
301596,2025-11-20,2025-12-03,2025-11-20,21,21
301596,2025-12-18,2025-12-31,2025-12-18,21,21
301601,2025-10-09,2025-11-05,"2025-10-09,2025-10-23",50,39
301609,2026-01-05,2026-01-16,2026-01-05,13,13
301613,2025-01-21,2025-02-11,2025-01-21,16,16
301618,2025-01-07,2025-01-20,2025-01-07,34,34
301622,2025-11-20,2025-12-17,"2025-11-20,2025-12-04",12,41
301629,2025-08-06,2025-08-19,2025-08-06,40,40
301632,2025-11-20,2025-12-03,2025-11-20,28,28
301632,2026-01-19,2026-01-30,2026-01-19,32,32
301636,2026-06-23,2026-08-03,"2026-06-23,2026-07-07,2026-07-21",49,23
301658,2026-07-07,2026-08-17,"2026-07-07,2026-07-21,2026-08-04",30,5
301665,2025-08-20,2025-09-02,2025-08-20,30,30
301668,2026-06-08,2026-08-03,"2026-06-08,2026-06-23,2026-07-07,2026-07-21",26,39
301678,2026-04-22,2026-05-08,2026-04-22,46,46
301683,2026-09-01,2026-09-18,"2026-09-01,2026-09-15",45,5
600006,2024-10-28,2024-11-08,2024-10-28,43,43
600006,2026-02-02,2026-03-09,"2026-02-02,2026-02-24",50,41
600008,2026-01-19,2026-01-30,2026-01-19,4,4
600009,2026-03-24,2026-04-07,2026-03-24,48,48
600011,2024-10-14,2025-01-06,"2024-10-14,2024-10-28,2024-11-11,2024-11-25,2024-12-09,2024-12-23",11,34
600012,2024-11-11,2024-11-22,2024-11-11,28,28
600012,2026-02-02,2026-02-13,2026-02-02,16,16
600016,2026-01-19,2026-01-30,2026-01-19,39,39
600018,2024-10-28,2024-11-22,"2024-10-28,2024-11-11",25,35
600023,2024-10-14,2024-11-22,"2024-10-14,2024-10-28,2024-11-11",33,17
600025,2024-10-28,2024-12-20,"2024-10-28,2024-11-11,2024-11-25,2024-12-09",5,47
600025,2025-08-20,2025-09-02,2025-08-20,2,2
600026,2024-12-09,2024-12-20,2024-12-09,38,38
600026,2025-04-24,2025-05-12,2025-04-24,11,11
600027,2024-10-14,2024-11-08,"2024-10-14,2024-10-28",19,3
600027,2024-11-25,2024-12-20,"2024-11-25,2024-12-09",48,16
600027,2026-02-02,2026-02-13,2026-02-02,4,4
600028,2024-10-28,2024-12-06,"2024-10-28,2024-11-11,2024-11-25",50,21
600028,2025-03-26,2025-04-09,2025-03-26,24,24
600028,2026-05-25,2026-06-05,2026-05-25,42,42
600031,2024-12-09,2025-01-06,"2024-12-09,2024-12-23",40,33
600032,2025-07-09,2025-07-22,2025-07-09,46,46
600032,2025-08-20,2025-09-02,2025-08-20,35,35
600033,2024-10-28,2024-11-22,"2024-10-28,2024-11-11",18,47
600035,2024-10-28,2024-12-06,"2024-10-28,2024-11-11,2024-11-25",16,14
600035,2026-01-19,2026-01-30,2026-01-19,40,40
600038,2024-12-23,2025-01-06,2024-12-23,41,41
600050,2025-05-27,2025-06-10,2025-05-27,8,8
600057,2024-09-05,2024-09-20,2024-09-05,34,34
600058,2024-07-25,2024-08-07,2024-07-25,37,37
600059,2025-08-20,2025-09-02,2025-08-20,13,13
600059,2026-05-11,2026-05-22,2026-05-11,49,49
600063,2026-09-15,2026-09-18,2026-09-15,3,3
600071,2025-04-24,2025-05-12,2025-04-24,33,33
600088,2025-03-26,2025-04-09,2025-03-26,6,6
600094,2025-07-09,2025-07-22,2025-07-09,38,38
600100,2025-05-27,2025-06-10,2025-05-27,10,10
600101,2024-10-14,2024-10-25,2024-10-14,37,37
600101,2025-08-20,2025-09-02,2025-08-20,39,39
600101,2025-10-09,2025-10-22,2025-10-09,1,1
600103,2026-07-21,2026-08-03,2026-07-21,25,25
600104,2025-04-10,2025-04-23,2025-04-10,17,17
600104,2025-11-20,2025-12-03,2025-11-20,35,35
600108,2025-07-09,2025-07-22,2025-07-09,26,26
600108,2026-06-08,2026-06-22,2026-06-08,20,20
600110,2025-02-12,2025-02-25,2025-02-12,30,30
600111,2026-09-15,2026-09-18,2026-09-15,39,39
600115,2024-11-11,2024-11-22,2024-11-11,18,18
600116,2025-08-20,2025-09-30,"2025-08-20,2025-09-03,2025-09-17",47,45
600117,2025-11-06,2025-11-19,2025-11-06,6,6
600120,2025-05-13,2025-05-26,2025-05-13,3,3
600121,2025-02-12,2025-03-11,"2025-02-12,2025-02-26",7,24
600123,2025-02-26,2025-03-25,"2025-02-26,2025-03-12",31,13
600123,2026-01-19,2026-01-30,2026-01-19,5,5
600125,2024-10-28,2024-11-08,2024-10-28,44,44
600126,2024-09-23,2024-10-11,2024-09-23,28,28
600126,2026-01-05,2026-01-16,2026-01-05,33,33
600127,2026-07-07,2026-07-20,2026-07-07,7,7
600133,2025-01-21,2025-02-11,2025-01-21,34,34
600135,2025-02-26,2025-03-11,2025-02-26,50,50
600135,2026-08-04,2026-08-31,"2026-08-04,2026-08-18",6,25
600138,2025-06-25,2025-07-08,2025-06-25,31,31
600148,2025-10-09,2025-10-22,2025-10-09,5,5
600152,2026-08-04,2026-08-17,2026-08-04,47,47
600153,2024-08-08,2024-08-21,2024-08-08,22,22
600155,2025-05-13,2025-05-26,2025-05-13,10,10
600155,2026-02-24,2026-03-09,2026-02-24,18,18
600157,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",3,15
600157,2025-05-13,2025-05-26,2025-05-13,28,28
600158,2026-08-04,2026-08-17,2026-08-04,14,14
600158,2026-09-01,2026-09-14,2026-09-01,17,17
600161,2024-11-25,2025-01-06,"2024-11-25,2024-12-09,2024-12-23",41,15
600161,2025-07-09,2025-07-22,2025-07-09,21,21
600162,2026-01-19,2026-01-30,2026-01-19,41,41
600166,2024-10-28,2024-11-08,2024-10-28,27,27
600167,2026-02-24,2026-03-23,"2026-02-24,2026-03-10",14,8
600168,2025-02-12,2025-02-25,2025-02-12,11,11
600168,2026-01-19,2026-01-30,2026-01-19,1,1
600170,2026-01-05,2026-01-16,2026-01-05,21,21
600171,2026-09-15,2026-09-18,2026-09-15,2,2
600173,2026-01-05,2026-01-30,"2026-01-05,2026-01-19",41,29
600178,2025-11-20,2025-12-03,2025-11-20,39,39
600185,2025-02-26,2025-03-11,2025-02-26,33,33
600185,2025-07-09,2025-07-22,2025-07-09,16,16
600186,2025-07-09,2025-07-22,2025-07-09,15,15
600188,2024-12-09,2024-12-20,2024-12-09,39,39
600189,2025-08-20,2025-09-02,2025-08-20,8,8
600198,2026-04-22,2026-05-08,2026-04-22,4,4
600199,2025-02-12,2025-02-25,2025-02-12,19,19
600199,2026-05-11,2026-05-22,2026-05-11,1,1
600201,2024-08-08,2024-09-04,"2024-08-08,2024-08-22",14,29
600203,2026-03-10,2026-03-23,2026-03-10,40,40
600207,2026-09-01,2026-09-14,2026-09-01,11,11
600208,2026-08-04,2026-08-17,2026-08-04,17,17
600210,2025-02-12,2025-02-25,2025-02-12,1,1
600211,2025-12-18,2025-12-31,2025-12-18,22,22
600215,2025-07-23,2025-08-05,2025-07-23,20,20
600217,2025-01-21,2025-02-11,2025-01-21,35,35
600221,2025-03-12,2025-04-23,"2025-03-12,2025-03-26,2025-04-10",18,5
600223,2025-09-03,2025-09-16,2025-09-03,17,17
600229,2025-10-09,2025-10-22,2025-10-09,39,39
600230,2025-10-23,2025-11-05,2025-10-23,7,7
600233,2025-01-07,2025-01-20,2025-01-07,22,22
600248,2025-06-25,2025-07-08,2025-06-25,19,19
600249,2025-08-20,2025-09-16,"2025-08-20,2025-09-03",24,50
600250,2026-07-07,2026-07-20,2026-07-07,1,1
600255,2025-04-24,2025-05-12,2025-04-24,16,16
600255,2026-09-01,2026-09-14,2026-09-01,29,29
600257,2024-07-25,2024-08-07,2024-07-25,28,28
600257,2026-07-07,2026-07-20,2026-07-07,11,11
600262,2024-10-28,2024-11-22,"2024-10-28,2024-11-11",46,26
600269,2024-10-28,2024-11-08,2024-10-28,29,29
600271,2026-04-08,2026-04-21,2026-04-08,35,35
600272,2026-03-10,2026-04-07,"2026-03-10,2026-03-24",4,42
600273,2026-05-11,2026-06-05,"2026-05-11,2026-05-25",30,39
600279,2025-08-20,2025-09-30,"2025-08-20,2025-09-03,2025-09-17",16,5
600279,2026-09-01,2026-09-14,2026-09-01,21,21
600280,2026-03-24,2026-04-07,2026-03-24,38,38
600280,2026-04-22,2026-05-08,2026-04-22,27,27
600282,2024-09-23,2024-10-11,2024-09-23,48,48
600283,2025-09-03,2025-09-16,2025-09-03,47,47
600292,2025-07-09,2025-08-19,"2025-07-09,2025-07-23,2025-08-06",49,15
600293,2025-03-12,2025-03-25,2025-03-12,4,4
600300,2025-07-23,2025-08-05,2025-07-23,15,15
600300,2025-08-20,2025-09-16,"2025-08-20,2025-09-03",46,14
600301,2024-10-14,2024-10-25,2024-10-14,15,15
600303,2024-10-28,2024-11-08,2024-10-28,39,39
600307,2026-06-23,2026-07-06,2026-06-23,13,13
600308,2025-07-23,2025-08-05,2025-07-23,2,2
600309,2024-12-23,2025-01-06,2024-12-23,46,46
600309,2025-06-25,2025-07-08,2025-06-25,16,16
600310,2025-01-21,2025-02-11,2025-01-21,43,43
600310,2025-09-03,2025-09-16,2025-09-03,29,29
600310,2025-10-09,2025-10-22,2025-10-09,38,38
600313,2025-07-09,2025-07-22,2025-07-09,9,9
600313,2026-07-07,2026-07-20,2026-07-07,5,5
600316,2025-11-20,2025-12-03,2025-11-20,37,37
600318,2026-06-08,2026-06-22,2026-06-08,5,5
600319,2026-02-24,2026-03-09,2026-02-24,29,29
600320,2025-06-25,2025-07-08,2025-06-25,10,10
600323,2024-11-25,2024-12-06,2024-11-25,34,34
600327,2026-03-10,2026-04-07,"2026-03-10,2026-03-24",33,12
600328,2026-07-21,2026-08-03,2026-07-21,38,38
600332,2024-11-11,2024-12-06,"2024-11-11,2024-11-25",9,23
600333,2025-02-26,2025-04-09,"2025-02-26,2025-03-12,2025-03-26",11,22
600336,2026-08-18,2026-08-31,2026-08-18,31,31
600339,2025-03-12,2025-03-25,2025-03-12,48,48
600348,2024-09-05,2024-10-11,"2024-09-05,2024-09-23",24,50
600350,2024-11-25,2024-12-20,"2024-11-25,2024-12-09",10,11
600350,2025-08-20,2025-09-30,"2025-08-20,2025-09-03,2025-09-17",12,24
600351,2025-11-06,2025-11-19,2025-11-06,49,49
600352,2026-05-25,2026-06-22,"2026-05-25,2026-06-08",10,27
600354,2026-06-08,2026-06-22,2026-06-08,30,30
600362,2024-12-23,2025-01-06,2024-12-23,17,17
600367,2024-08-22,2024-09-04,2024-08-22,25,25
600368,2024-11-11,2024-11-22,2024-11-11,30,30
600368,2025-07-09,2025-07-22,2025-07-09,17,17
600368,2026-02-02,2026-02-13,2026-02-02,11,11
600373,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",19,1
600375,2026-01-05,2026-01-16,2026-01-05,38,38
600377,2024-11-11,2024-12-06,"2024-11-11,2024-11-25",34,22
600377,2025-08-20,2025-09-30,"2025-08-20,2025-09-03,2025-09-17",25,44
600377,2026-02-02,2026-02-13,2026-02-02,13,13
600382,2026-09-01,2026-09-14,2026-09-01,39,39
600389,2024-08-08,2024-08-21,2024-08-08,20,20
600390,2025-03-26,2025-04-09,2025-03-26,49,49
600395,2025-02-26,2025-03-11,2025-02-26,18,18
600396,2024-09-05,2024-09-20,2024-09-05,42,42
600396,2025-10-09,2025-10-22,2025-10-09,7,7
600399,2025-01-21,2025-02-11,2025-01-21,45,45
600399,2025-06-11,2025-07-08,"2025-06-11,2025-06-25",2,18
600399,2025-10-23,2025-11-05,2025-10-23,11,11
600399,2026-06-08,2026-06-22,2026-06-08,35,35
600400,2025-02-26,2025-03-11,2025-02-26,17,17
600405,2025-04-10,2025-04-23,2025-04-10,33,33
600406,2024-12-09,2025-01-06,"2024-12-09,2024-12-23",18,12
600409,2025-06-25,2025-07-08,2025-06-25,29,29
600416,2026-08-18,2026-08-31,2026-08-18,21,21
600425,2025-02-26,2025-03-11,2025-02-26,30,30
600425,2026-01-19,2026-01-30,2026-01-19,42,42
600426,2024-12-09,2024-12-20,2024-12-09,45,45
600429,2026-07-07,2026-07-20,2026-07-07,25,25
600446,2025-11-20,2025-12-17,"2025-11-20,2025-12-04",24,43
600448,2025-08-06,2025-08-19,2025-08-06,49,49
600461,2024-11-11,2024-12-20,"2024-11-11,2024-11-25,2024-12-09",22,6
600463,2025-01-21,2025-02-11,2025-01-21,36,36
600468,2025-09-03,2025-09-30,"2025-09-03,2025-09-17",19,40
600468,2026-06-23,2026-07-06,2026-06-23,29,29
600470,2025-02-26,2025-03-11,2025-02-26,6,6
600470,2025-08-20,2025-09-16,"2025-08-20,2025-09-03",36,21
600477,2025-05-13,2025-05-26,2025-05-13,18,18
600477,2026-05-25,2026-06-05,2026-05-25,3,3
600478,2026-07-21,2026-08-03,2026-07-21,12,12
600479,2025-02-26,2025-03-25,"2025-02-26,2025-03-12",1,44
600481,2025-04-24,2025-05-12,2025-04-24,27,27
600481,2026-08-18,2026-08-31,2026-08-18,11,11
600483,2026-02-24,2026-03-09,2026-02-24,49,49
600489,2024-12-23,2025-01-06,2024-12-23,20,20
600490,2024-07-25,2024-09-04,"2024-07-25,2024-08-08,2024-08-22",22,28
600497,2024-10-14,2024-10-25,2024-10-14,20,20
600503,2025-12-18,2026-02-13,"2025-12-18,2026-01-05,2026-01-19,2026-02-02",14,40
600505,2024-09-05,2024-10-11,"2024-09-05,2024-09-23",37,34
600505,2025-08-20,2025-09-02,2025-08-20,42,42
600505,2026-09-01,2026-09-14,2026-09-01,2,2
600508,2026-01-19,2026-01-30,2026-01-19,25,25
600509,2025-01-21,2025-02-11,2025-01-21,14,14
600511,2024-11-11,2024-11-22,2024-11-11,20,20
600515,2026-04-08,2026-05-08,"2026-04-08,2026-04-22",17,38
600517,2026-06-08,2026-06-22,2026-06-08,46,46
600518,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",6,42
600519,2024-12-09,2024-12-20,2024-12-09,46,46
600521,2025-12-04,2025-12-31,"2025-12-04,2025-12-18",38,48
600525,2025-06-25,2025-07-08,2025-06-25,14,14
600525,2025-07-23,2025-08-05,2025-07-23,21,21
600529,2024-12-09,2024-12-20,2024-12-09,33,33
600529,2025-03-26,2025-04-09,2025-03-26,5,5
600535,2024-12-09,2025-01-06,"2024-12-09,2024-12-23",23,39
600538,2024-08-22,2024-09-04,2024-08-22,48,48
600545,2025-04-24,2025-05-12,2025-04-24,35,35
600547,2024-11-25,2025-01-06,"2024-11-25,2024-12-09,2024-12-23",40,6
600548,2024-10-28,2024-12-06,"2024-10-28,2024-11-11,2024-11-25",1,12
600548,2025-08-20,2025-09-02,2025-08-20,29,29
600548,2026-01-19,2026-02-13,"2026-01-19,2026-02-02",28,2
600550,2025-01-07,2025-02-11,"2025-01-07,2025-01-21",46,5
600550,2025-08-20,2025-09-02,2025-08-20,22,22
600551,2025-03-12,2025-03-25,2025-03-12,42,42
600556,2025-04-24,2025-05-12,2025-04-24,49,49
600557,2024-10-28,2024-11-08,2024-10-28,40,40
600567,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",47,37
600570,2025-05-13,2025-05-26,2025-05-13,27,27
600571,2025-10-09,2025-10-22,2025-10-09,20,20
600575,2025-03-26,2025-04-09,2025-03-26,28,28
600575,2025-08-06,2025-09-16,"2025-08-06,2025-08-20,2025-09-03",14,6
600575,2026-02-02,2026-02-13,2026-02-02,27,27
600580,2024-07-25,2024-08-07,2024-07-25,16,16
600584,2025-04-24,2025-05-12,2025-04-24,42,42
600586,2025-01-21,2025-02-25,"2025-01-21,2025-02-12",27,46
600586,2025-06-25,2025-07-08,2025-06-25,15,15
600590,2025-11-20,2025-12-03,2025-11-20,11,11
600590,2026-07-21,2026-08-03,2026-07-21,48,48
600592,2026-03-10,2026-03-23,2026-03-10,45,45
600592,2026-04-08,2026-04-21,2026-04-08,11,11
600598,2025-07-09,2025-07-22,2025-07-09,7,7
600600,2025-07-23,2025-08-05,2025-07-23,29,29
600601,2025-04-24,2025-05-26,"2025-04-24,2025-05-13",8,43
600602,2025-06-11,2025-06-24,2025-06-11,22,22
600603,2025-12-18,2025-12-31,2025-12-18,36,36
600610,2025-10-09,2025-10-22,2025-10-09,36,36
600612,2024-08-22,2024-09-04,2024-08-22,6,6
600612,2025-09-03,2025-09-16,2025-09-03,3,3
600612,2025-12-18,2025-12-31,2025-12-18,29,29
600616,2025-08-20,2025-09-02,2025-08-20,33,33
600617,2025-03-12,2025-03-25,2025-03-12,20,20
600618,2025-04-10,2025-04-23,2025-04-10,37,37
600618,2026-05-11,2026-05-22,2026-05-11,28,28
600622,2024-08-08,2024-08-21,2024-08-08,43,43
600630,2026-02-24,2026-03-23,"2026-02-24,2026-03-10",46,9
600635,2026-04-22,2026-05-08,2026-04-22,48,48
600640,2026-01-05,2026-01-16,2026-01-05,43,43
600642,2024-10-14,2024-11-08,"2024-10-14,2024-10-28",34,4
600642,2025-08-20,2025-09-16,"2025-08-20,2025-09-03",15,35
600644,2024-08-22,2024-09-20,"2024-08-22,2024-09-05",47,18
600644,2025-10-09,2025-10-22,2025-10-09,10,10
600645,2026-06-08,2026-07-06,"2026-06-08,2026-06-23",18,20
600649,2026-05-25,2026-06-05,2026-05-25,45,45
600650,2025-10-23,2025-11-05,2025-10-23,43,43
600650,2026-04-22,2026-05-22,"2026-04-22,2026-05-11",25,46
600651,2025-05-27,2025-06-10,2025-05-27,39,39
600655,2025-03-26,2025-04-09,2025-03-26,39,39
600658,2025-01-21,2025-02-11,2025-01-21,4,4
600664,2025-04-10,2025-04-23,2025-04-10,19,19
600667,2025-02-12,2025-02-25,2025-02-12,49,49
600668,2026-06-08,2026-07-06,"2026-06-08,2026-06-23",39,22
600673,2025-04-10,2025-04-23,2025-04-10,7,7
600674,2024-11-11,2024-12-06,"2024-11-11,2024-11-25",39,15
600674,2025-03-26,2025-04-09,2025-03-26,34,34
600675,2026-01-19,2026-01-30,2026-01-19,15,15
600679,2026-03-10,2026-03-23,2026-03-10,15,15
600681,2026-06-23,2026-07-06,2026-06-23,8,8
600682,2024-08-08,2024-08-21,2024-08-08,19,19
600685,2024-12-09,2025-01-06,"2024-12-09,2024-12-23",27,11
600691,2025-03-12,2025-03-25,2025-03-12,7,7
600693,2025-07-09,2025-07-22,2025-07-09,50,50
600693,2025-08-06,2025-08-19,2025-08-06,7,7
600693,2026-04-08,2026-04-21,2026-04-08,45,45
600699,2026-08-18,2026-08-31,2026-08-18,46,46
600702,2025-02-12,2025-02-25,2025-02-12,12,12
600702,2026-05-11,2026-05-22,2026-05-11,20,20
600707,2025-04-24,2025-05-12,2025-04-24,20,20
600711,2024-10-14,2024-11-08,"2024-10-14,2024-10-28",31,13
600712,2026-02-24,2026-03-09,2026-02-24,45,45
600718,2025-06-11,2025-07-08,"2025-06-11,2025-06-25",1,43
600718,2026-04-22,2026-05-08,2026-04-22,22,22
600719,2025-08-20,2025-09-30,"2025-08-20,2025-09-03,2025-09-17",7,33
600720,2025-01-07,2025-02-11,"2025-01-07,2025-01-21",26,37
600724,2025-04-10,2025-05-12,"2025-04-10,2025-04-24",36,21
600727,2024-10-14,2024-10-25,2024-10-14,50,50
600729,2026-03-10,2026-03-23,2026-03-10,46,46
600733,2024-10-14,2024-10-25,2024-10-14,48,48
600738,2025-09-03,2025-09-30,"2025-09-03,2025-09-17",20,16
600738,2025-10-23,2025-11-05,2025-10-23,20,20
600743,2025-03-26,2025-04-23,"2025-03-26,2025-04-10",45,3
600743,2026-02-02,2026-02-13,2026-02-02,9,9
600744,2024-08-22,2024-09-20,"2024-08-22,2024-09-05",32,49
600746,2025-07-23,2025-08-05,2025-07-23,13,13
600746,2025-10-09,2025-10-22,2025-10-09,44,44
600746,2026-07-07,2026-07-20,2026-07-07,12,12
600749,2025-12-04,2025-12-31,"2025-12-04,2025-12-18",7,12
600754,2025-06-25,2025-07-08,2025-06-25,22,22
600756,2025-01-21,2025-02-11,2025-01-21,38,38
600756,2026-02-24,2026-03-09,2026-02-24,38,38
600758,2026-01-19,2026-01-30,2026-01-19,16,16
600761,2025-05-27,2025-06-10,2025-05-27,23,23
600764,2026-05-25,2026-06-05,2026-05-25,50,50
600765,2026-05-25,2026-06-05,2026-05-25,6,6
600773,2025-02-26,2025-03-11,2025-02-26,44,44
600774,2024-09-05,2024-09-20,2024-09-05,17,17
600779,2025-02-12,2025-02-25,2025-02-12,31,31
600779,2026-05-11,2026-05-22,2026-05-11,2,2
600782,2026-05-25,2026-06-22,"2026-05-25,2026-06-08",2,3
600787,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",27,3
600789,2025-09-03,2025-09-16,2025-09-03,2,2
600790,2025-03-12,2025-04-09,"2025-03-12,2025-03-26",29,20
600792,2025-02-12,2025-03-11,"2025-02-12,2025-02-26",13,46
600793,2025-03-26,2025-04-09,2025-03-26,19,19
600793,2025-10-09,2025-10-22,2025-10-09,47,47
600794,2025-09-17,2025-10-22,"2025-09-17,2025-10-09",18,28
600795,2024-10-14,2025-01-06,"2024-10-14,2024-10-28,2024-11-11,2024-11-25,2024-12-09,2024-12-23",4,37
600796,2025-03-12,2025-03-25,2025-03-12,9,9
600798,2025-09-17,2025-09-30,2025-09-17,41,41
600800,2025-02-26,2025-03-25,"2025-02-26,2025-03-12",36,37
600802,2026-03-10,2026-03-23,2026-03-10,28,28
600803,2024-12-09,2024-12-20,2024-12-09,48,48
600814,2025-07-23,2025-08-05,2025-07-23,18,18
600816,2025-12-18,2025-12-31,2025-12-18,45,45
600821,2025-06-25,2025-07-08,2025-06-25,50,50
600821,2026-01-05,2026-01-16,2026-01-05,39,39
600822,2025-02-26,2025-03-11,2025-02-26,35,35
600824,2025-08-06,2025-08-19,2025-08-06,33,33
600827,2025-03-26,2025-04-09,2025-03-26,26,26
600827,2025-07-09,2025-07-22,2025-07-09,2,2
600828,2026-05-11,2026-06-05,"2026-05-11,2026-05-25",8,34
600829,2026-03-10,2026-03-23,2026-03-10,44,44
600831,2024-10-14,2024-10-25,2024-10-14,25,25
600834,2024-10-28,2024-11-08,2024-10-28,22,22
600834,2025-02-12,2025-02-25,2025-02-12,22,22
600839,2025-11-20,2025-12-03,2025-11-20,27,27
600841,2025-11-20,2025-12-03,2025-11-20,48,48
600843,2026-04-08,2026-04-21,2026-04-08,22,22
600844,2025-09-17,2025-09-30,2025-09-17,13,13
600844,2026-07-07,2026-07-20,2026-07-07,9,9
600845,2024-12-23,2025-01-06,2024-12-23,43,43
600845,2025-05-13,2025-06-24,"2025-05-13,2025-05-27,2025-06-11",33,42
600850,2025-05-27,2025-06-10,2025-05-27,43,43
600857,2026-02-02,2026-02-13,2026-02-02,38,38
600857,2026-03-10,2026-03-23,2026-03-10,20,20
